surface	token_sequence	canonical_relation	relation_components	initial_relation_token_offset	final_adp_token_offset	source	notes
under the right edge of	under the right edge of	under the right edge of	under|the|right|edge|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=3.80978355807e-10; ngram_max_frequency=9.21014597921e-10; ngram_nonzero_years=20; ngram_years=2000-2019
under the right half of	under the right half of	under the right half of	under|the|right|half|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=1.1727966636e-10; ngram_max_frequency=2.95346275214e-10; ngram_nonzero_years=17; ngram_years=2000-2019
under the right of	under the right of	under the right of	under|the|right|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.32964025403e-08; ngram_max_frequency=1.87109161498e-08; ngram_nonzero_years=20; ngram_years=2000-2019
under the right part of	under the right part of	under the right part of	under|the|right|part|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=7.77697276369e-11; ngram_max_frequency=2.8017760334e-10; ngram_nonzero_years=13; ngram_years=2000-2019
under the right side of	under the right side of	under the right side of	under|the|right|side|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=4.10394179161e-09; ngram_max_frequency=6.39938646518e-09; ngram_nonzero_years=20; ngram_years=2000-2019
under the rim of	under the rim of	under the rim of	under|the|rim|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.53484358114e-08; ngram_max_frequency=2.13163705576e-08; ngram_nonzero_years=20; ngram_years=2000-2019
under the side of	under the side of	under the side of	under|the|side|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.11889172325e-08; ngram_max_frequency=1.95132930092e-08; ngram_nonzero_years=20; ngram_years=2000-2019
under the summit of	under the summit of	under the summit of	under|the|summit|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.01018657502e-09; ngram_max_frequency=1.50365893348e-09; ngram_nonzero_years=20; ngram_years=2000-2019
under the surface of	under the surface of	under the surface of	under|the|surface|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.48372848187e-07; ngram_max_frequency=1.81171822444e-07; ngram_nonzero_years=20; ngram_years=2000-2019
under the tip of	under the tip of	under the tip of	under|the|tip|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=8.77329430667e-09; ngram_max_frequency=1.67211249708e-08; ngram_nonzero_years=20; ngram_years=2000-2019
under the top of	under the top of	under the top of	under|the|top|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.05266410736e-08; ngram_max_frequency=1.45270593471e-08; ngram_nonzero_years=20; ngram_years=2000-2019
under the underside of	under the underside of	under the underside of	under|the|underside|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=8.24849048439e-11; ngram_max_frequency=2.31060753864e-10; ngram_nonzero_years=16; ngram_years=2000-2019
under the upper corner of	under the upper corner of	under the upper corner of	under|the|upper|corner|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=9.99866561074e-12; ngram_max_frequency=1.18171500363e-10; ngram_nonzero_years=3; ngram_years=2000-2019
under the upper edge of	under the upper edge of	under the upper edge of	under|the|upper|edge|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=3.93783325392e-10; ngram_max_frequency=6.80431322397e-10; ngram_nonzero_years=20; ngram_years=2000-2019
under the upper half of	under the upper half of	under the upper half of	under|the|upper|half|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=2.28097449262e-10; ngram_max_frequency=4.31033070347e-10; ngram_nonzero_years=18; ngram_years=2000-2019
under the upper part of	under the upper part of	under the upper part of	under|the|upper|part|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=7.76800388076e-10; ngram_max_frequency=1.19644027324e-09; ngram_nonzero_years=20; ngram_years=2000-2019
under the upper side of	under the upper side of	under the upper side of	under|the|upper|side|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=4.35545178049e-11; ngram_max_frequency=2.42182968124e-10; ngram_nonzero_years=11; ngram_years=2000-2019
under tip of	under tip of	under tip of	under|tip|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=2.83271199726e-10; ngram_max_frequency=6.76437794667e-10; ngram_nonzero_years=20; ngram_years=2000-2019
under top of	under top of	under top of	under|top|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=1.71044079334e-10; ngram_max_frequency=4.29859106643e-10; ngram_nonzero_years=19; ngram_years=2000-2019
under upper edge of	under upper edge of	under upper edge of	under|upper|edge|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=9.59301561798e-12; ngram_max_frequency=7.31976493307e-11; ngram_nonzero_years=4; ngram_years=2000-2019
under upper part of	under upper part of	under upper part of	under|upper|part|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=1.04977080674e-10; ngram_max_frequency=4.34961400231e-10; ngram_nonzero_years=14; ngram_years=2000-2019
underneath base of	underneath base of	underneath base of	underneath|base|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=1.21179675669e-11; ngram_max_frequency=5.73145454708e-11; ngram_nonzero_years=6; ngram_years=2000-2019
underneath bottom of	underneath bottom of	underneath bottom of	underneath|bottom|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=1.86062399862e-11; ngram_max_frequency=1.21333540437e-10; ngram_nonzero_years=6; ngram_years=2000-2019
underneath center of	underneath center of	underneath center of	underneath|center|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=2.64368580846e-11; ngram_max_frequency=3.0370167492e-10; ngram_nonzero_years=5; ngram_years=2000-2019
underneath edge of	underneath edge of	underneath edge of	underneath|edge|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=1.80114878914e-10; ngram_max_frequency=6.01122041033e-10; ngram_nonzero_years=20; ngram_years=2000-2019
underneath end of	underneath end of	underneath end of	underneath|end|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=1.61072585825e-11; ngram_max_frequency=1.08320880043e-10; ngram_nonzero_years=5; ngram_years=2000-2019
underneath face of	underneath face of	underneath face of	underneath|face|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=2.22777071096e-11; ngram_max_frequency=1.6177804929e-10; ngram_nonzero_years=6; ngram_years=2000-2019
underneath front of	underneath front of	underneath front of	underneath|front|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=2.82858588982e-11; ngram_max_frequency=1.77475548147e-10; ngram_nonzero_years=7; ngram_years=2000-2019
underneath side of	underneath side of	underneath side of	underneath|side|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=2.35562131468e-09; ngram_max_frequency=4.11116873877e-09; ngram_nonzero_years=20; ngram_years=2000-2019
underneath surface of	underneath surface of	underneath surface of	underneath|surface|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=5.35626727693e-10; ngram_max_frequency=1.02499320143e-09; ngram_nonzero_years=20; ngram_years=2000-2019
underneath the apex of	underneath the apex of	underneath the apex of	underneath|the|apex|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.39919308084e-10; ngram_max_frequency=5.54545853682e-10; ngram_nonzero_years=19; ngram_years=2000-2019
underneath the back of	underneath the back of	underneath the back of	underneath|the|back|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=2.05386320173e-09; ngram_max_frequency=4.21971790843e-09; ngram_nonzero_years=20; ngram_years=2000-2019
underneath the back part of	underneath the back part of	underneath the back part of	underneath|the|back|part|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=5.54202347208e-11; ngram_max_frequency=2.47718179303e-10; ngram_nonzero_years=13; ngram_years=2000-2019
underneath the base of	underneath the base of	underneath the base of	underneath|the|base|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.58317879535e-09; ngram_max_frequency=3.08513570246e-09; ngram_nonzero_years=20; ngram_years=2000-2019
underneath the border of	underneath the border of	underneath the border of	underneath|the|border|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=8.47885149244e-11; ngram_max_frequency=2.77272926841e-10; ngram_nonzero_years=16; ngram_years=2000-2019
underneath the bottom of	underneath the bottom of	underneath the bottom of	underneath|the|bottom|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=2.36734706525e-09; ngram_max_frequency=5.45303402433e-09; ngram_nonzero_years=20; ngram_years=2000-2019
underneath the center of	underneath the center of	underneath the center of	underneath|the|center|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.50044062591e-09; ngram_max_frequency=2.48696929717e-09; ngram_nonzero_years=20; ngram_years=2000-2019
underneath the core of	underneath the core of	underneath the core of	underneath|the|core|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=6.01462936747e-11; ngram_max_frequency=1.91318155762e-10; ngram_nonzero_years=15; ngram_years=2000-2019
underneath the corner of	underneath the corner of	underneath the corner of	underneath|the|corner|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=3.83153529737e-10; ngram_max_frequency=6.12218109541e-10; ngram_nonzero_years=20; ngram_years=2000-2019
underneath the crest of	underneath the crest of	underneath the crest of	underneath|the|crest|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.11783737995e-10; ngram_max_frequency=3.55281332132e-10; ngram_nonzero_years=20; ngram_years=2000-2019
underneath the edge of	underneath the edge of	underneath the edge of	underneath|the|edge|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=3.34152958706e-09; ngram_max_frequency=5.99436589255e-09; ngram_nonzero_years=20; ngram_years=2000-2019
underneath the end of	underneath the end of	underneath the end of	underneath|the|end|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=5.98723738643e-10; ngram_max_frequency=9.70455160676e-10; ngram_nonzero_years=20; ngram_years=2000-2019
underneath the entrance of	underneath the entrance of	underneath the entrance of	underneath|the|entrance|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=3.4787490423e-11; ngram_max_frequency=9.05343924829e-11; ngram_nonzero_years=14; ngram_years=2000-2019
underneath the exterior of	underneath the exterior of	underneath the exterior of	underneath|the|exterior|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.95249354878e-10; ngram_max_frequency=5.14409626007e-10; ngram_nonzero_years=19; ngram_years=2000-2019
underneath the face of	underneath the face of	underneath the face of	underneath|the|face|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.28149675073e-10; ngram_max_frequency=2.68527644565e-10; ngram_nonzero_years=18; ngram_years=2000-2019
underneath the far end of	underneath the far end of	underneath the far end of	underneath|the|far|end|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=6.20861355383e-11; ngram_max_frequency=2.8399868568e-10; ngram_nonzero_years=12; ngram_years=2000-2019
underneath the far side of	underneath the far side of	underneath the far side of	underneath|the|far|side|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=6.72518684838e-11; ngram_max_frequency=2.06431816085e-10; ngram_nonzero_years=10; ngram_years=2000-2019
underneath the foot of	underneath the foot of	underneath the foot of	underneath|the|foot|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=5.12088200837e-10; ngram_max_frequency=1.1090916241e-09; ngram_nonzero_years=20; ngram_years=2000-2019
underneath the front edge of	underneath the front edge of	underneath the front edge of	underneath|the|front|edge|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=1.03093772234e-10; ngram_max_frequency=3.75987962986e-10; ngram_nonzero_years=19; ngram_years=2000-2019
underneath the front of	underneath the front of	underneath the front of	underneath|the|front|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.63407932428e-09; ngram_max_frequency=3.38223027363e-09; ngram_nonzero_years=20; ngram_years=2000-2019
underneath the front part of	underneath the front part of	underneath the front part of	underneath|the|front|part|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=8.08178612574e-11; ngram_max_frequency=2.08449896233e-10; ngram_nonzero_years=17; ngram_years=2000-2019
underneath the head of	underneath the head of	underneath the head of	underneath|the|head|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.03592697476e-09; ngram_max_frequency=1.62236889201e-09; ngram_nonzero_years=20; ngram_years=2000-2019
underneath the heart of	underneath the heart of	underneath the heart of	underneath|the|heart|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=9.65415395196e-11; ngram_max_frequency=2.71603184387e-10; ngram_nonzero_years=15; ngram_years=2000-2019
underneath the inner edge of	underneath the inner edge of	underneath the inner edge of	underneath|the|inner|edge|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=1.64559407767e-11; ngram_max_frequency=1.18171500363e-10; ngram_nonzero_years=6; ngram_years=2000-2019
underneath the inner surface of	underneath the inner surface of	underneath the inner surface of	underneath|the|inner|surface|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=3.74380982812e-11; ngram_max_frequency=2.24719243214e-10; ngram_nonzero_years=6; ngram_years=2000-2019
underneath the inside of	underneath the inside of	underneath the inside of	underneath|the|inside|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=7.68064558135e-11; ngram_max_frequency=1.5302689671e-10; ngram_nonzero_years=17; ngram_years=2000-2019
underneath the left edge of	underneath the left edge of	underneath the left edge of	underneath|the|left|edge|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=5.15978837781e-11; ngram_max_frequency=2.08882203201e-10; ngram_nonzero_years=10; ngram_years=2000-2019
underneath the left side of	underneath the left side of	underneath the left side of	underneath|the|left|side|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=3.21905930557e-10; ngram_max_frequency=5.50474998917e-10; ngram_nonzero_years=20; ngram_years=2000-2019
underneath the lower edge of	underneath the lower edge of	underneath the lower edge of	underneath|the|lower|edge|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=1.00886202344e-10; ngram_max_frequency=3.22910614914e-10; ngram_nonzero_years=14; ngram_years=2000-2019
underneath the lower part of	underneath the lower part of	underneath the lower part of	underneath|the|lower|part|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=1.38440250409e-10; ngram_max_frequency=8.46884562478e-10; ngram_nonzero_years=17; ngram_years=2000-2019
underneath the lower side of	underneath the lower side of	underneath the lower side of	underneath|the|lower|side|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=6.42412702895e-12; ngram_max_frequency=8.98876945099e-11; ngram_nonzero_years=2; ngram_years=2000-2019
underneath the margin of	underneath the margin of	underneath the margin of	underneath|the|margin|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=4.48256843102e-11; ngram_max_frequency=2.23004198441e-10; ngram_nonzero_years=12; ngram_years=2000-2019
underneath the middle of	underneath the middle of	underneath the middle of	underneath|the|middle|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=7.58125767546e-10; ngram_max_frequency=1.70984959524e-09; ngram_nonzero_years=20; ngram_years=2000-2019
underneath the opening of	underneath the opening of	underneath the opening of	underneath|the|opening|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.40468198878e-10; ngram_max_frequency=3.20546922339e-10; ngram_nonzero_years=18; ngram_years=2000-2019
underneath the outer edge of	underneath the outer edge of	underneath the outer edge of	underneath|the|outer|edge|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=6.37734014902e-11; ngram_max_frequency=1.57561991232e-10; ngram_nonzero_years=15; ngram_years=2000-2019
underneath the outer part of	underneath the outer part of	underneath the outer part of	underneath|the|outer|part|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=1.18347977252e-11; ngram_max_frequency=1.26576971127e-10; ngram_nonzero_years=4; ngram_years=2000-2019
underneath the outside of	underneath the outside of	underneath the outside of	underneath|the|outside|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=7.74591439601e-11; ngram_max_frequency=4.39185909862e-10; ngram_nonzero_years=14; ngram_years=2000-2019
underneath the peak of	underneath the peak of	underneath the peak of	underneath|the|peak|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.46293090662e-10; ngram_max_frequency=3.54929557966e-10; ngram_nonzero_years=19; ngram_years=2000-2019
underneath the perimeter of	underneath the perimeter of	underneath the perimeter of	underneath|the|perimeter|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=9.06068942097e-11; ngram_max_frequency=3.16335568851e-10; ngram_nonzero_years=15; ngram_years=2000-2019
